test_id,family,bucket,universe_version,timeframe,entry_timing,exit_horizon,cost_model,slippage_model,baseline_group,placebo_group,min_sample_requirement,fdr_wrc_spa_required,bucket_level_metrics_required,global_aggregate_allowed,row_scope,variant,bucket_level_metrics,approval_rule
DRBM_V2_RS_sector_etf_vs_spy_large_cap_core,relative_strength_sector_leadership,large_cap_core,daily_focus_universe_v2,1d,daily_close_rs_sector_etf_vs_spy,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_rs_neutral_symbols,same_bucket_sector_shuffled_rs,100,True,True,False,bucket_test,sector_etf_vs_spy,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_3d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_5d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_10d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_20d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,20d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_3d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_5d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_10d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_20d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,20d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_3d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_5d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_10d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_20d_liquid_mid_cap,pullback_in_trend,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,20d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_same_day_close_liquid_mid_cap,gap_continuation_reversal_daily,liquid_mid_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,same_day_close,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,same_day_close,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_next_day_close_liquid_mid_cap,gap_continuation_reversal_daily,liquid_mid_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,next_day_close,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,next_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,next_day_close,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_3_day_follow_through_liquid_mid_cap,gap_continuation_reversal_daily,liquid_mid_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,three_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,3_day_follow_through,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_5_day_follow_through_liquid_mid_cap,gap_continuation_reversal_daily,liquid_mid_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,five_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,5_day_follow_through,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_VCB_liquid_mid_cap,volatility_contraction_breakout,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_breakout_confirmation,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_non_contraction_breakouts,same_bucket_random_breakout_dates,80,True,True,False,bucket_test,contraction_window_breakout_confirmation_fakeout_controls,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_RS_stock_vs_spy_liquid_mid_cap,relative_strength_sector_leadership,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_rs_stock_vs_spy,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_rs_neutral_symbols,same_bucket_sector_shuffled_rs,100,True,True,False,bucket_test,stock_vs_spy,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_RS_stock_vs_sector_etf_liquid_mid_cap,relative_strength_sector_leadership,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_rs_stock_vs_sector_etf,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_rs_neutral_symbols,same_bucket_sector_shuffled_rs,100,True,True,False,bucket_test,stock_vs_sector_etf,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_RS_sector_etf_vs_spy_liquid_mid_cap,relative_strength_sector_leadership,liquid_mid_cap,daily_focus_universe_v2,1d,daily_close_rs_sector_etf_vs_spy,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_rs_neutral_symbols,same_bucket_sector_shuffled_rs,100,True,True,False,bucket_test,sector_etf_vs_spy,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_3d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_5d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_10d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W20_20d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W20,20d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W20_pullback,same_bucket_random_W20_pullback_dates,120,True,True,False,bucket_test,W20,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_3d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_5d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_10d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W50_20d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W50,20d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W50_pullback,same_bucket_random_W50_pullback_dates,120,True,True,False,bucket_test,W50,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_3d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_5d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_10d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_PB_W100_20d_liquid_small_cap,pullback_in_trend,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_pullback_to_W100,20d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_same_trend_no_W100_pullback,same_bucket_random_W100_pullback_dates,120,True,True,False,bucket_test,W100,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_same_day_close_liquid_small_cap,gap_continuation_reversal_daily,liquid_small_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,same_day_close,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,same_day_close,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_next_day_close_liquid_small_cap,gap_continuation_reversal_daily,liquid_small_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,next_day_close,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,next_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,next_day_close,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_3_day_follow_through_liquid_small_cap,gap_continuation_reversal_daily,liquid_small_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,3d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,three_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,3_day_follow_through,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_GAP_5_day_follow_through_liquid_small_cap,gap_continuation_reversal_daily,liquid_small_cap,daily_focus_universe_v2,1d,daily_gap_open_then_close_policy,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,five_day_bucket_matched_non_gap,same_bucket_random_gap_dates_same_regime,100,True,True,False,bucket_test,5_day_follow_through,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_VCB_liquid_small_cap,volatility_contraction_breakout,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_breakout_confirmation,5d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_non_contraction_breakouts,same_bucket_random_breakout_dates,80,True,True,False,bucket_test,contraction_window_breakout_confirmation_fakeout_controls,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_RS_stock_vs_spy_liquid_small_cap,relative_strength_sector_leadership,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_rs_stock_vs_spy,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_rs_neutral_symbols,same_bucket_sector_shuffled_rs,100,True,True,False,bucket_test,stock_vs_spy,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
DRBM_V2_RS_stock_vs_sector_etf_liquid_small_cap,relative_strength_sector_leadership,liquid_small_cap,daily_focus_universe_v2,1d,daily_close_rs_stock_vs_sector_etf,10d,daily_equity_cost_model_v1_bucket_specific,daily_bucket_liquidity_slippage_model_v1,same_bucket_rs_neutral_symbols,same_bucket_sector_shuffled_rs,100,True,True,False,bucket_test,stock_vs_sector_etf,n|expectancy_r|win_rate|profit_factor|max_drawdown_r|coverage|cost_stress,DENIED_BUCKET_TEST_GLOBAL_AGGREGATE_CANNOT_APPROVE
